Simple_Sentence_ID,Complex_Sentence_ID,Annotated_Triples,
CS270-SIM-1,CS270,"(Hedgehogs, have, gestation period), (gestation period, be, 30-40 days)",
CS270-SIM-2,CS270,"(Range, can, 3-10 hoglets)",
CS270-SIM-3,CS270,"(This species, produces, two litters), (two litters, occur in, season)",
CS271-SIM-1,CS271," (La Gloria, is_a_municipality_of, Cesar Department of Colombia) (Cesar Department of Colombia, contains, La Gloria)",
CS271-SIM-2,CS271,"(La Gloria,is located in,Southeastern part of Cesar Department)",
CS272-SIM-1,CS272,"(La Gloria, is in, Southeastern part of Cesar), (La Gloria, is in, Colombia)",
CS272-SIM-2,CS272,"(La Gloria,is,municipality), (municipality,of,Cesar)",
CS272-SIM-3,CS272,"(La Gloria, is in, Colombia)",
CS273-SIM-1,CS273,"(Fiji, be_found_in, It)",
CS273-SIM-2,CS273,"(Fiji,breeds on,all the islands) (Rotuma,exclude from,breeding)",
CS274-SIM-1,CS274,"(It, is endemic to, Fiji)",
CS274-SIM-2,CS274,"(It,breeds,on all the islands except Rotuma), (all the islands,except,Rotuma)",
CS275-SIM-1,CS275,"(It, native to, Fiji)",
CS275-SIM-2,CS275,"(Fiji,breed on,all the islands) (Fiji,exclude,Rotuma)",
CS276-SIM-1,CS276," ( 'There', 'have', 'approximately 2000 mantid species worldwide' ) ( 'Mantid species', 'are located', 'worldwide' )",
CS276-SIM-2,CS276," (Mantid species, found, Asia)  (The majority of mantid species, are, found in Asia)",
CS277-SIM-1,CS277,"( 'There', 'are around', '2,000 mantid species' )",
CS277-SIM-2,CS277,"(Most of these species, found in, Asia)",
CS278-SIM-1,CS278,"(Hopton,be,temporarily blinded)",
CS278-SIM-2,CS278,"(Ammunition Cart, Exploded, )",
CS278-SIM-3,CS278,"(Explosion, cause, Blindness)",
CS278-SIM-4,CS278,"(army, be short of, gunpowder)",
CS279-SIM-1,CS279,"(Hopton, be blinded, temporarily) (The next day, cause, Hopton's temporary blindness)",
CS279-SIM-2,CS279," (Hopton, cause, blindness) (ammunition cart, explode, blindness)",
CS279-SIM-3,CS279,"(army, be short of, gunpowder)",
CS280-SIM-1,CS280,"(Construction,took,three years)",
CS280-SIM-2,CS280,"(Divine service, was held, in 1848)",
CS280-SIM-3,CS280,"(The consecration, occurred on, July 25, 1848)",
CS281-SIM-1,CS281,"(Construction, take, three years)",
CS281-SIM-2,CS281,"(Divine service, began, 1848) (New cathedral, service began, 1848)",
CS281-SIM-3,CS281,"(new cathedral,consecrated,July 25, 1848)",
CS282-SIM-1,CS282,"(Construction of the new cathedral, took, three years)",
CS282-SIM-2,CS282," (The first divine service, began on, July 25, 1848) (The first divine service, took place at, the cathedral)",
CS282-SIM-3,CS282," (Cathedral, be consecrated, July 25, 1848)  (Cathedral, have consecration date, July 25, 1848)",
CS283-SIM-1,CS283,"(He, carried, out brutal medical experiments) (He, conducted, brutal medical experiments)",
CS283-SIM-2,CS283,"(He, be responsible for, medical experiments)",
CS283-SIM-3,CS283,"(Nazi concentration camp prisoners, subjected to, medical experiments)",
CS283-SIM-4,CS283,"(He, have, SS rank)",
CS284-SIM-1,CS284,"(Vanunu, was, abducted)",
CS284-SIM-2,CS284,"(He,lured,Rome)",
CS284-SIM-3,CS284,"(He, smuggled, sea)",
CS284-SIM-4,CS284,"(He,was tried,Israel) (Israel,tried,He)",
CS284-SIM-5,CS284,"(He, was sentenced to, 18 years in prison)",
CS285-SIM-1,CS285,"(Vanunu, be, abducted)",
CS285-SIM-2,CS285,"(He,lured,Rome)",
CS285-SIM-3,CS285,"(He,smuggled,Israel), (He,smuggled,by sea)",
CS285-SIM-4,CS285,"(He, was tried, 18 years in prison) (He, was sentenced to, 18 years in prison)",
CS286-SIM-1,CS286,"(He, attacked, hunters)",
CS286-SIM-2,CS286,"(He, was, a white whale)",
CS287-SIM-1,CS287,"(City, bought, Threefoot Building)",
CS287-SIM-2,CS287," (Building, was planned for, Renovation)  (Renovation, was planned for, former office building)",
CS287-SIM-3,CS287," (The Riley Center, was, almost completed)  (The Riley Center, had been, almost completed)",
CS287-SIM-4,CS287,"(building, be converted into, luxury hotel)",
CS287-SIM-5,CS287,"(A Jackson firm,was hired for,the renovation)",
CS288-SIM-1,CS288,"(The Riley Center, was nearly completed, ?)",
CS288-SIM-2,CS288,"(city, bought, Threefoot Building)",
CS288-SIM-3,CS288,"(A Jackson renovation firm, was hired, to convert the office building into a luxury hotel) (A Jackson renovation firm, convert, the office building) (The office building, converted, into a luxury hotel)",
CS289-SIM-1,CS289," (He,married,Sarah Winter)",
CS289-SIM-2,CS289,"(The couple, have, eight children) (eight children,belong to,The couple)",
CS290-SIM-1,CS290,"(He, married, Sarah Winter)",
CS290-SIM-2,CS290,"(The couple, have, 8 children)",
CS291-SIM-1,CS291,"(He,married,Sarah Winter)",
CS291-SIM-2,CS291,"(The couple, have, 8 children)",
CS292-SIM-1,CS292,"(Ghanaian midfielder, move to, VfB Stuttgart), (VfB Stuttgart, complete, Ghanaian midfielder), (January 2017, complete, move)",
CS292-SIM-2,CS292,"(He, moved, duringJanuary transfer window)",
CS292-SIM-3,CS292,"(Black Stars,compete in,Africa Cup of Nations)",
CS292-SIM-4,CS292,"(He, moved, 31 January 2017)",
CS293-SIM-1,CS293,"(A Champagne Edition convertible, was launched, in 1978)",
CS293-SIM-2,CS293,"(convertible, available in, blue) (convertible, available in, red metallic paint)",
CS293-SIM-3,CS293,"(interior, have, white leatherette)",
CS294-SIM-1,CS294,"(A Champagne Edition convertible, was launched, in 1978)",
CS294-SIM-2,CS294,"(Paint, available in, blue)(Paint, available in, red)(Paint, has color of, blue)(Paint, has color of, red)(Paint, is color of, blue)(Paint, is color of, red)(Paint, is type of, metallic)",
CS294-SIM-3,CS294,"(interior, be, white leatherette)",
CS295-SIM-1,CS295,"(Russia,experienced,strong economic growth), (Russia,experienced,growth in 2000s)",
CS295-SIM-2,CS295,"(Growth, slowed down, dramatically in 2012)",
CS295-SIM-3,CS295,"(Reforms, have come along, at a slower pace)",
CS295-SIM-4,CS295,"(The World Bank, reported on, Russia's economic growth)",
CS296-SIM-1,CS296,"(Russia,experienced,strong economic growth), (Russia,experienced,in the 2000s)",
CS296-SIM-2,CS296,"(economic growth, slowed, significantly)",
CS296-SIM-3,CS296,"(Reforms, had progressed, Not Fast Enough) (Reforms, had progressed, Slowly)",
CS296-SIM-4,CS296,"(The World Bank, noted, Russia's growth), (The World Bank, noted, Russia's decline)",
CS297-SIM-1,CS297,"(Russia, had, strong economic growth) (strong economic growth, in, 2000s)",
CS297-SIM-2,CS297,"(growth, slowed down, 2012)",
CS297-SIM-3,CS297,"(Reforms, have come, slower pace)",
CS297-SIM-4,CS297," (The World Bank, reported, Russia's economic growth) (Russia, had, economic growth)",
CS298-SIM-1,CS298,"(emergency,create,uneasy calm) (two years,last,uneasy calm)",
CS298-SIM-2,CS298,"(Discontent, lead to, wave in favour of the Janata party)",
CS298-SIM-3,CS298,"(Janata Party, swept, Congress)(1977, swept, Congress)",
CS299-SIM-1,CS299,"(year,last,two years), (emergency,see,uneasy calm)",
CS299-SIM-2,CS299,"(Janata party,support, wave)",
CS299-SIM-3,CS299," (Congress,swept away,1977)",
CS300-SIM-1,CS300,"(Emergency,lasted,two years) (Emergency,brought,uneasy calm)",
CS300-SIM-2,CS300,"(Discontentment, grew, 1977), (wave of support, emerged, 1977)",
CS300-SIM-3,CS300,"(Congress, voted out of power,)",
CS301-SIM-1,CS301," (early missionaries, arrived in, Lahaina)  (early missionaries, arrived in, 1823)",
CS301-SIM-2,CS301," They, explained, importance They, explained, Hawaiian Royalty They, explained, educational institution",
CS301-SIM-3,CS301,"(small grave yard, contain, number of them)",
CS302-SIM-1,CS302,"(She, founded, Toronto Arts for Youth Award)",
CS302-SIM-2,CS302," (She, has worked as, an instructor)  (She, is employed by, George Brown College)  (George Brown College, teaches, theatre program)",
CS303-SIM-1,CS303,"(She, founded, Toronto Arts for Youth Award)",
CS303-SIM-2,CS303," (She, has worked as, instructor)  (She, for, theatre program)  (Theatre program, at, George Brown College)",
CS304-SIM-1,CS304,"(Vessels,Have,Anti Pollution Role)",
CS304-SIM-2,CS304,"(They, be in, active service)",
CS304-SIM-3,CS304,"(September,was case in,2014)",
CS305-SIM-1,CS305," (These vessels, have, an anti-pollution role)  (vessels, have, anti-pollution role)",
CS305-SIM-2,CS305,"(They,be in active service,still)",
CS305-SIM-3,CS305,"(It,is,September 2014)",
CS306-SIM-1,CS306," (The line, ran through, Todd Lane) (Preston, to, Bamber Bridge) (Todd Lane, until, 1972)",
CS306-SIM-2,CS306,"(Lostock Hall Gas Works, served, line), (line, served, Lostock Hall Gas Works), (Lostock Hall Gas Works, until, 1972)",
CS306-SIM-3,CS306,"(line, open for, freight trains), (freight trains, open until, 1972)",
CS307-SIM-1,CS307,"(The United States,disagree with,Europe) (Europe,disagree with,The United States) (The United States,have issue with,Europe) (Europe,have issue with,The United States)",
CS307-SIM-2,CS307,Not applicable.,
CS308-SIM-1,CS308,"(The United States, disagree about, things), (Europe, disagree about, things)",
CS308-SIM-2,CS308,"(They,agree on, other topics)1) He came to dance late in life.","(He,came_to,dance), (He,came_to,late_in_life)"
CS309-SIM-1,CS309,"(His, led to, rapid promotion)",
CS309-SIM-2,CS309,"(Theodore, is an employee of, Acme Inc.) - (Theodore, is employed by, Acme Inc.)",
CS309-SIM-3,CS309,"(He, made, first appearance on Paris stage)",
CS309-SIM-4,CS309,"(Walker,approaching,60 years of age)",
CS310-SIM-1,CS310,"(He, appear, minor roles), (He, appear, two decades)",
CS310-SIM-2,CS310,"(He, retain, fan base), (fan base, from, Cheyenne days)",
CS310-SIM-3,CS310,"(He, is, popular guest) (He, attends, Western film festivals)",
CS310-SIM-4,CS310,"(Jonathan Thirkield, is, American poet)",
CS311-SIM-1,CS311,"(Jonathan Thirkield,lives in,New York City)",
CS311-SIM-2,CS311," (Jonathan Thirkield, is, American poet)  (Jonathan Thirkield, nationality, American)",
CS312-SIM-1,CS312,"(Jonathan Thirkield, lives, New York City)",
CS312-SIM-2,CS312," (TMC,have,medical staff of over 1,000 physicians); (medical staff,have,over 1,000 physicians)",
CS313-SIM-1,CS313,"(2,200 workers, complemented by,It )",
CS313-SIM-2,CS313,"(These workers, be engaged in, allied medical)(These workers, be engaged in, administrative)(These workers, be engaged in, support services)",
CS313-SIM-3,CS313,"(Southfort, is a community in, DeSoto County, Florida)",
CS314-SIM-1,CS314,"(Southfort, is located, south of Fort Ogden), (Southfort, is located, on U.S. Route 17)",
CS314-SIM-2,CS314,"(Southfort, is, an unincorporated community) (Southfort, locate in, United States)",
CS314-SIM-3,CS314,"(Southfort,is,unincorporated community) (Southfort,is_located_in,Florida)",
CS315-SIM-1,CS315,"(Southfort, located_south_of, Fort Ogden)",
CS315-SIM-2,CS315,"(Southfort, is situated on, U.S. Route 17)",
CS315-SIM-3,CS315,"(Southfort, lies in, DeSoto County, Florida)",
CS315-SIM-4,CS315,"(Southfort, is, an unincorporated community), (Southfort, located in, Florida), (an unincorporated community, located in, Florida)",
CS316-SIM-1,CS316,"(Southfort, located, south of Fort Ogden)",
CS316-SIM-2,CS316,"(U.S. Route 17, passes through, Southfort)",
CS316-SIM-3,CS316,"(Southfort, is in, DeSoto County)",
CS316-SIM-4,CS316,"(She, offers, contract), (He, sign, contract)",
CS317-SIM-1,CS317,"(He, stamps, it) (He, use, signet ring) (it, get stamped, signet ring)",
CS317-SIM-2,CS317,"(She, say, he) (He, can pay, her)(She, can be paid, later)",
CS317-SIM-3,CS317,"(She, calls, IOU)",
CS317-SIM-4,CS317,"(It,contains,amygdalin)",
CS318-SIM-1,CS318,"(Amygdalin, is, poisonous compound)",
CS318-SIM-2,CS318,"(Laetrile, is related to, synthetic compound)",
CS318-SIM-3,CS318,"(Laetrile, has been marketed for, cancer treatment)",
CS318-SIM-4,CS318,"(Juneteenth, grew in popularity, 1980s and 1990s)",
CS319-SIM-1,CS319," (""community leaders"", ""met"", ""New Orleans"") (""community leaders"", ""increase"", ""celebration of Juneteenth"")",
CS319-SIM-2,CS319," (Christian Unity Baptist Church, host, gathering)  (gathering, celebrate, Juneteenth)",
CS319-SIM-3,CS319,"(American, cooperate with, British), (British, cooperate with, American), (American, end cooperation, British), (British, end cooperation, American), (1946, mark the end of, cooperation between American and British)",
CS320-SIM-1,CS320," (Britain, tested, independently developed nuclear weapon)  (Britain, developed, nuclear weapon)  (nuclear weapon, tested in, 1952)",
CS320-SIM-2,CS320,"(The Atomic Energy Act of 1946, ended, joint cooperation)",
CS320-SIM-3,CS320,"(Britain,become,third country to test a nuclear weapon), (Britain,test,nuclear weapon), (third country,test,nuclear weapon)",
CS320-SIM-4,CS320,"(He, got, camera)",
CS321-SIM-1,CS321,"(He, took, photographs), (He, performed, fights), (friends, performed, fights)",
CS321-SIM-2,CS321,"(Legend of Zelda, inspired, fights), (Teenage Mutant Ninja Turtles, inspired, fights)",
CS321-SIM-3,CS321,"(Rolfe, drew on, pictures) (Rolfe, used for, extra feel) (pictures, be used for, extra feel)",
CS321-SIM-4,CS321,"(Phil Cookson, is, English professional rugby league footballer)",
CS322-SIM-1,CS322,"(He, played, 1960s) (He, played, 1970s) (He, played, 1980s)",
CS322-SIM-2,CS322,"(He, represented, England), (England, at, representative level)",
CS322-SIM-3,CS322,"(He, played for, Leeds), (Leeds, at, club level)",
CS322-SIM-4,CS322,"(He,played,number 11)(He,played,number 12)",
CS322-SIM-5,CS322,"( Phil Cookson, is, an English professional rugby league footballer )",
CS323-SIM-1,CS323,"(He, played in, 1960s), (He, played in, 1970s), (He, played in, 1980s)",
CS323-SIM-2,CS323,"(He, represented, England) (He, represent, Leeds)",
CS323-SIM-3,CS323,"(He, played, Number 11), (He, played, Number 12),(He, played, During Era of Contested Scrums)",
CS323-SIM-4,CS323," (Sol Joel Park, located in, Reading, Berkshire, England)  (Reading, Berkshire, England, located in, Sol Joel Park)",
CS324-SIM-1,CS324,"(Solomon Joel,gifted,Corporation of Reading), (Corporation of Reading,received,park), (Solomon Joel,gave, park)",
CS324-SIM-2,CS324," (Sol Joel Park, is, public park)  (Sol Joel Park, is in, Earley)",
CS324-SIM-3,CS324,"(park, situated_on, Wokingham Road)",
CS324-SIM-4,CS324,"(Crabb, attend, primary schools locally)",
CS325-SIM-1,CS325,"(He,attend,Tasker Milward School), (He, attended for, 7 years), (Tasker Milward School, hold, He)",
CS325-SIM-2,CS325,"(Tasker Milward, is, state secondary school), (Tasker Milward, located, Haverfordwest)",
CS325-SIM-3,CS325,"(Crabb, attended, primary schools), (Crabb, located_in, local area)",
CS326-SIM-1,CS326,"(He,was,student), (Student,attended,Tasker Milward School), (He,attended,Tasker Milward School), (Student,from,1984 to 1991), (He,from,1984 to 1991)",
CS326-SIM-2,CS326,"(Tasker Milward, is, voluntary controlled state secondary school), (Tasker Milward, located in, Haverfordwest)",
CS326-SIM-3,CS326,"(Muslim women, may be pressured, to wear veils)",
CS327-SIM-1,CS327,"(Muslim women, may be pressured to, leave school early)",
CS327-SIM-2,CS327,"(Muslim women,may be pressured to,marry early)",
CS327-SIM-3,CS327,"(Muslim women, is treated, particular concern)",
CS327-SIM-4,CS327," (Muslim women, may be pressured, to wear veils)  (Women, may be pressured by, Muslim culture)",
CS328-SIM-1,CS328,"(Muslim women, may be pressured, to leave school)",
CS328-SIM-2,CS328,"(Muslim women, may be pressured to, marry early)",
CS328-SIM-3,CS328,"(Muslim women, is a concern, Treatment)",
CS328-SIM-4,CS328,"(Muslim women, are pressured to wear, veils)",
CS329-SIM-1,CS329,"(Muslim women, may be encouraged, to leave school early)",
CS329-SIM-2,CS329,"(Muslim women,may be expected to marry,at a young age)",
CS329-SIM-3,CS329," (They, performed, with Mos Def)",
CS330-SIM-1,CS330,"(They,perform,with Aquilla Sadalla)",
CS330-SIM-2,CS330,"(They, performed_with, Phil Cohran)",
CS330-SIM-3,CS330,"(They, performed, North Sea Jazz Festival)",
CS330-SIM-4,CS330,"(They, performed with, Mos Def)",
CS331-SIM-1,CS331,"(They, performed with, Aquilla Sadalla)",
CS331-SIM-2,CS331,"(They, performed with, Phil Cohran)",
CS331-SIM-3,CS331,"(They,performed,North Sea Jazz Festival)",
CS331-SIM-4,CS331,"(Ramsay MacDonald, appealed, Hahn), (Hahn, was released, )",
CS332-SIM-1,CS332,"(Hahn, emigrated, to Britain), (Hahn, emigrated, in July 1933), (Britain, receive, Hahn), (in July 1933, accept, Hahn)",
CS332-SIM-2,CS332,"(Hahn, settle in, Scotland)",
CS332-SIM-3,CS332,"(He, founded, Gordonstoun) (He, based_on, principles)  (principles, of, school_in_Salem)",
CS332-SIM-4,CS332,"(He, was born in, San Antonio, Texas), (He, was born in, 1954)",
CS333-SIM-1,CS333,"(His family, moved, to Highland Park) (His family, moved, in 1964)",
CS333-SIM-2,CS333," (board,made,adjustment) (hand plane,make,adjustment)",
